MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Longitude,Latitude,Country,State,City
325770,40,3.2,2.6,57219,4.4,-118.0,34.0,India,Telangana,Nizamabad
144902,50,6.0,4.2,1942,2.8,-118.0,34.0,India,West Bengal,Howrah
551797,30,4.8,2.4,13506,4.3,-118.0,34.0,India,Karnataka,Hubli
644144,13,1.8,1.1,99817,4.3,-118.0,34.0,India,Uttar Pradesh,Kanpur
306823,6,4.1,1.2,89241,4.8,-118.0,34.0,India,Rajasthan,Jaipur
887070,37,3.9,1.4,56784,5.0,-118.0,34.0,India,Karnataka,Mysuru
329499,8,1.6,1.0,95291,5.9,-118.0,34.0,India,Delhi,Rohini
551647,12,2.7,1.9,94332,5.1,-118.0,34.0,India,Kerala,Kozhikode
183491,50,3.5,1.7,61375,2.4,-118.0,34.0,India,Maharashtra,Nagpur
481084,25,3.7,2.0,71270,4.4,-118.0,34.0,India,Kerala,Kozhikode
494329,29,1.8,1.2,92025,4.9,-118.0,34.0,India,Karnataka,Hubli
147279,45,3.7,1.5,52185,5.0,-118.0,34.0,India,Maharashtra,Pune
124810,26,3.3,1.7,4102,4.0,-118.0,34.0,India,Uttar Pradesh,Kanpur
297890,14,4.4,2.0,63911,3.5,-118.0,34.0,India,West Bengal,Durgapur
644348,10,5.3,2.4,47398,5.2,-118.0,34.0,India,Tamil Nadu,Coimbatore
331305,4,3.5,1.6,40507,4.5,-118.0,34.0,India,Karnataka,Hubli
586179,42,3.4,1.2,4652,3.7,-118.0,34.0,India,Kerala,Thiruvananthapuram
662781,43,1.5,1.0,70034,2.6,-118.0,34.0,India,Uttar Pradesh,Lucknow
348615,42,5.0,2.6,25965,3.0,-118.0,34.0,India,Kerala,Kozhikode
935561,40,3.3,1.0,22015,5.8,-118.0,34.0,India,Tamil Nadu,Coimbatore
705240,44,3.9,2.3,71543,5.7,-118.0,34.0,India,Uttar Pradesh,Lucknow
786220,45,2.2,1.3,37420,2.8,-118.0,34.0,India,Tamil Nadu,Madurai
696729,41,4.2,2.2,94628,3.1,-118.0,34.0,India,Delhi,New Delhi
195959,31,4.1,3.1,23318,4.4,-118.0,34.0,India,Karnataka,Mysuru
367691,6,4.3,1.8,58628,4.3,-118.0,34.0,India,Delhi,Dwarka
527666,27,5.3,2.9,18174,5.0,-118.0,34.0,India,Gujarat,Surat
819775,20,2.3,1.2,11632,5.3,-118.0,34.0,India,Rajasthan,Jodhpur
631937,15,2.8,1.4,22899,4.1,-118.0,34.0,India,Rajasthan,Jodhpur
786496,14,4.8,1.2,30954,5.7,-118.0,34.0,India,Rajasthan,Udaipur
507974,29,5.0,4.1,96681,5.5,-118.0,34.0,India,Uttar Pradesh,Varanasi
396014,38,2.2,1.6,5611,6.0,-118.0,34.0,India,Telangana,Hyderabad
586656,11,2.6,2.1,18115,3.0,-118.0,34.0,India,Rajasthan,Udaipur
821816,35,5.7,4.7,97967,5.4,-118.0,34.0,India,Kerala,Thiruvananthapuram
754574,20,4.1,3.0,35437,2.3,-118.0,34.0,India,Rajasthan,Jodhpur
714448,25,3.9,3.2,8606,4.8,-118.0,34.0,India,Tamil Nadu,Coimbatore
255477,50,1.5,1.0,85500,5.0,-118.0,34.0,India,Kerala,Kochi
649306,33,2.3,1.5,41186,5.8,-118.0,34.0,India,Gujarat,Surat
981414,2,1.8,1.2,74037,3.9,-118.0,34.0,India,Tamil Nadu,Coimbatore
915688,7,3.4,1.7,40983,2.0,-118.0,34.0,India,Maharashtra,Pune
124043,14,5.3,4.7,22978,5.7,-118.0,34.0,India,Maharashtra,Mumbai
549577,1,3.8,1.8,53974,3.7,-118.0,34.0,India,Maharashtra,Pune
917714,6,3.1,1.6,99183,4.9,-118.0,34.0,India,Telangana,Nizamabad
898338,15,5.5,2.5,72759,5.4,-118.0,34.0,India,Karnataka,Mysuru
589282,5,2.1,1.1,87577,3.8,-118.0,34.0,India,West Bengal,Howrah
221755,49,4.2,3.7,98259,4.4,-118.0,34.0,India,Tamil Nadu,Madurai
221224,39,2.0,1.1,37546,3.0,-118.0,34.0,India,Tamil Nadu,Coimbatore
229246,2,3.5,2.9,96452,2.5,-118.0,34.0,India,Delhi,Rohini
960339,49,4.0,1.1,57813,2.6,-118.0,34.0,India,Tamil Nadu,Coimbatore
355415,20,4.0,1.4,70123,5.1,-118.0,34.0,India,Delhi,Rohini
987201,27,2.0,1.4,32295,4.2,-118.0,34.0,India,Maharashtra,Mumbai
683459,28,6.0,1.7,84952,2.5,-118.0,34.0,India,Tamil Nadu,Coimbatore
304232,25,5.5,2.1,56691,2.8,-118.0,34.0,India,Delhi,Rohini
866454,49,2.1,1.4,98733,2.7,-118.0,34.0,India,Karnataka,Bengaluru
619836,26,1.6,1.1,36885,3.9,-118.0,34.0,India,Rajasthan,Jodhpur
843733,21,1.9,1.1,64819,5.7,-118.0,34.0,India,Tamil Nadu,Chennai
700744,19,2.2,1.3,3261,2.1,-118.0,34.0,India,Delhi,Dwarka
332879,20,3.3,1.5,45367,2.6,-118.0,34.0,India,West Bengal,Durgapur
100076,48,1.9,1.3,68666,5.0,-118.0,34.0,India,Uttar Pradesh,Kanpur
777702,2,4.5,3.0,57493,5.9,-118.0,34.0,India,Karnataka,Hubli
270174,16,3.1,2.0,1706,3.1,-118.0,34.0,India,Tamil Nadu,Chennai
872427,40,2.8,2.0,29875,5.2,-118.0,34.0,India,Karnataka,Hubli
858692,50,5.6,3.1,26813,2.8,-118.0,34.0,India,Karnataka,Bengaluru
755984,23,4.1,1.8,21297,5.5,-118.0,34.0,India,Uttar Pradesh,Kanpur
613675,41,2.0,1.1,28764,6.0,-118.0,34.0,India,Kerala,Kochi
309029,7,4.4,1.9,30011,3.4,-118.0,34.0,India,Karnataka,Bengaluru
208426,16,2.5,1.8,71754,4.6,-118.0,34.0,India,Rajasthan,Jaipur
325050,40,5.5,2.1,90387,2.8,-118.0,34.0,India,Telangana,Nizamabad
385311,31,2.4,1.7,82999,5.0,-118.0,34.0,India,Rajasthan,Jaipur
195264,1,2.1,1.4,85251,2.3,-118.0,34.0,India,Uttar Pradesh,Kanpur
355746,23,4.5,2.0,88759,4.7,-118.0,34.0,India,Uttar Pradesh,Varanasi
294825,19,3.7,1.7,30418,5.5,-118.0,34.0,India,Rajasthan,Udaipur
504215,47,2.4,1.8,85412,4.6,-118.0,34.0,India,Karnataka,Mysuru
333247,32,2.2,1.1,92103,5.2,-118.0,34.0,India,Maharashtra,Mumbai
577465,14,3.3,2.0,99790,5.9,-118.0,34.0,India,Uttar Pradesh,Lucknow
750910,20,4.2,3.3,36591,5.2,-118.0,34.0,India,Delhi,Dwarka
916639,10,5.3,1.9,44737,5.2,-118.0,34.0,India,Karnataka,Bengaluru
396057,15,5.3,2.2,29805,3.5,-118.0,34.0,India,Tamil Nadu,Coimbatore
130809,20,4.7,2.8,88914,3.3,-118.0,34.0,India,Telangana,Nizamabad
636742,20,5.3,4.8,11783,5.4,-118.0,34.0,India,West Bengal,Durgapur
755375,1,5.2,4.3,8153,4.2,-118.0,34.0,India,Gujarat,Ahmedabad
595395,46,5.5,3.3,61875,2.7,-118.0,34.0,India,Tamil Nadu,Chennai
552906,39,5.3,1.1,63222,3.4,-118.0,34.0,India,Telangana,Warangal
947419,1,2.6,2.0,53189,5.3,-118.0,34.0,India,Gujarat,Vadodara
705643,17,2.8,1.9,89154,2.3,-118.0,34.0,India,Gujarat,Vadodara
978625,0,2.2,1.5,17850,3.9,-118.0,34.0,India,Kerala,Thiruvananthapuram
667207,16,5.1,3.4,34033,2.7,-118.0,34.0,India,Gujarat,Surat
502802,4,1.9,1.4,98273,2.8,-118.0,34.0,India,West Bengal,Kolkata
614948,38,4.7,2.3,7814,2.1,-118.0,34.0,India,Karnataka,Bengaluru
700390,17,5.7,2.6,24933,5.4,-118.0,34.0,India,Maharashtra,Nagpur
341732,33,3.4,1.7,34042,2.5,-118.0,34.0,India,Rajasthan,Jodhpur
191723,30,1.7,1.2,14650,3.9,-118.0,34.0,India,Gujarat,Ahmedabad
807443,4,4.5,3.4,42357,4.2,-118.0,34.0,India,Gujarat,Ahmedabad
473505,12,1.5,1.0,35089,3.3,-118.0,34.0,India,West Bengal,Kolkata
108742,7,3.7,3.0,55228,5.9,-118.0,34.0,India,Kerala,Thiruvananthapuram
449690,49,2.9,2.1,54451,3.2,-118.0,34.0,India,West Bengal,Howrah
678033,7,3.3,2.7,62200,2.3,-118.0,34.0,India,Karnataka,Bengaluru
782553,22,2.6,2.0,25114,4.2,-118.0,34.0,India,Karnataka,Bengaluru
586606,47,2.0,1.3,25044,2.1,-118.0,34.0,India,Kerala,Thiruvananthapuram
765219,35,5.0,3.2,92611,4.5,-118.0,34.0,India,Kerala,Kochi
577411,24,4.3,2.1,83110,2.4,-118.0,34.0,India,West Bengal,Howrah
697893,39,4.1,1.0,37676,2.8,-118.0,34.0,India,Kerala,Thiruvananthapuram
219361,18,1.7,1.1,2090,3.1,-118.0,34.0,India,Karnataka,Hubli
797850,6,1.8,1.0,32526,3.6,-118.0,34.0,India,Tamil Nadu,Madurai
165213,23,4.6,3.9,70079,5.5,-118.0,34.0,India,Telangana,Warangal
372373,2,5.6,1.2,11498,5.3,-118.0,34.0,India,Maharashtra,Mumbai
656249,22,1.7,1.0,69602,3.3,-118.0,34.0,India,Karnataka,Hubli
594904,47,2.5,1.7,65479,4.2,-118.0,34.0,India,Uttar Pradesh,Lucknow
768861,32,5.8,1.5,63867,3.2,-118.0,34.0,India,Delhi,Rohini
990922,45,3.9,2.9,98327,4.3,-118.0,34.0,India,Gujarat,Vadodara
430286,16,2.7,1.4,58380,2.6,-118.0,34.0,India,Kerala,Thiruvananthapuram
303101,23,5.6,2.5,75329,3.7,-118.0,34.0,India,Gujarat,Vadodara
659939,35,2.2,1.1,79650,4.9,-118.0,34.0,India,Telangana,Hyderabad
341294,38,4.0,1.8,82403,4.3,-118.0,34.0,India,Telangana,Nizamabad
152646,11,3.4,1.5,98484,5.3,-118.0,34.0,India,Delhi,Dwarka
342756,1,4.9,1.9,67673,4.7,-118.0,34.0,India,West Bengal,Howrah
605554,22,4.5,2.7,19013,4.2,-118.0,34.0,India,Kerala,Thiruvananthapuram
495671,13,4.6,1.9,19082,5.0,-118.0,34.0,India,Kerala,Kozhikode
233958,20,2.9,1.2,57647,4.1,-118.0,34.0,India,Maharashtra,Nagpur
574733,32,3.1,2.3,71020,5.2,-118.0,34.0,India,West Bengal,Durgapur
758413,9,3.4,2.2,21621,4.1,-118.0,34.0,India,Gujarat,Ahmedabad
851763,39,5.9,3.2,61589,2.8,-118.0,34.0,India,Maharashtra,Pune
592752,43,2.4,1.8,70351,3.8,-118.0,34.0,India,West Bengal,Howrah
840372,0,2.8,2.1,50286,5.2,-118.0,34.0,India,Karnataka,Bengaluru
765617,35,2.3,1.5,1998,4.0,-118.0,34.0,India,Uttar Pradesh,Kanpur
785059,7,4.8,3.6,89214,2.8,-118.0,34.0,India,Gujarat,Surat
488657,24,3.7,2.9,84549,4.2,-118.0,34.0,India,Telangana,Warangal
192212,19,4.6,3.6,7743,4.2,-118.0,34.0,India,Uttar Pradesh,Kanpur
302264,2,2.7,1.5,62090,4.0,-118.0,34.0,India,Maharashtra,Pune
624183,36,1.8,1.1,88376,5.4,-118.0,34.0,India,Delhi,Dwarka
339365,25,3.1,1.0,38411,5.0,-118.0,34.0,India,Telangana,Nizamabad
139053,7,5.9,5.1,76773,5.2,-118.0,34.0,India,Tamil Nadu,Chennai
481086,17,2.5,1.8,10320,2.3,-118.0,34.0,India,Tamil Nadu,Chennai
752291,27,5.8,1.8,55488,3.3,-118.0,34.0,India,Karnataka,Hubli
873849,18,5.6,3.3,72461,5.6,-118.0,34.0,India,Rajasthan,Udaipur
922521,26,2.5,1.3,60670,5.0,-118.0,34.0,India,Maharashtra,Mumbai
953985,49,4.1,2.5,66330,2.1,-118.0,34.0,India,Uttar Pradesh,Varanasi
155823,36,2.1,1.1,38022,5.8,-118.0,34.0,India,Delhi,Dwarka
700955,47,4.1,2.3,10556,2.3,-118.0,34.0,India,Uttar Pradesh,Kanpur
319544,43,3.6,3.1,17595,3.4,-118.0,34.0,India,West Bengal,Kolkata
287953,50,3.5,2.2,4009,5.9,-118.0,34.0,India,Maharashtra,Mumbai
572150,6,5.7,1.8,40940,5.0,-118.0,34.0,India,Delhi,New Delhi
933373,28,3.4,2.1,10604,4.9,-118.0,34.0,India,Uttar Pradesh,Varanasi
938782,0,2.3,1.4,28104,2.8,-118.0,34.0,India,Uttar Pradesh,Lucknow
903065,47,5.3,4.8,15297,3.8,-118.0,34.0,India,Delhi,Rohini
654265,27,2.6,1.6,30579,5.1,-118.0,34.0,India,Kerala,Thiruvananthapuram
916016,15,5.3,3.0,38597,5.4,-118.0,34.0,India,Gujarat,Vadodara
598443,28,3.9,3.2,76660,3.3,-118.0,34.0,India,Maharashtra,Pune
457159,23,1.9,1.4,15783,3.1,-118.0,34.0,India,Karnataka,Bengaluru
689237,36,3.9,1.1,21746,4.2,-118.0,34.0,India,Gujarat,Vadodara
311059,3,5.7,3.0,18817,2.8,-118.0,34.0,India,Maharashtra,Mumbai
513930,11,4.4,2.3,55375,3.2,-118.0,34.0,India,Telangana,Hyderabad
580022,33,4.4,2.6,20286,6.0,-118.0,34.0,India,Kerala,Kochi
271966,8,5.0,2.8,20738,2.2,-118.0,34.0,India,West Bengal,Durgapur
158136,10,4.9,1.7,16539,4.2,-118.0,34.0,India,Telangana,Nizamabad
563395,35,4.6,2.0,17261,3.6,-118.0,34.0,India,West Bengal,Durgapur
942177,32,3.4,2.0,91385,5.4,-118.0,34.0,India,Maharashtra,Pune
822003,23,3.9,1.8,25383,3.8,-118.0,34.0,India,Gujarat,Ahmedabad
572747,24,5.2,3.6,62708,3.9,-118.0,34.0,India,Maharashtra,Nagpur
980351,18,4.7,3.6,54345,5.9,-118.0,34.0,India,Maharashtra,Mumbai
586530,46,5.0,3.9,2203,3.3,-118.0,34.0,India,Rajasthan,Udaipur
765770,30,5.2,1.3,74431,2.5,-118.0,34.0,India,Rajasthan,Jodhpur
233083,45,3.4,2.5,54476,2.5,-118.0,34.0,India,Maharashtra,Mumbai
692908,43,2.6,1.9,26898,5.4,-118.0,34.0,India,Gujarat,Ahmedabad
238451,41,5.7,1.0,25608,5.9,-118.0,34.0,India,Uttar Pradesh,Kanpur
877372,5,4.3,3.7,99656,4.4,-118.0,34.0,India,Tamil Nadu,Coimbatore
979236,26,4.6,4.1,37916,5.2,-118.0,34.0,India,Rajasthan,Jaipur
429964,12,4.3,1.1,86536,2.0,-118.0,34.0,India,Delhi,Rohini
493806,32,3.8,1.0,37329,4.9,-118.0,34.0,India,Delhi,Rohini
212563,33,5.3,2.6,45734,4.8,-118.0,34.0,India,West Bengal,Durgapur
638549,4,2.9,1.2,1965,2.1,-118.0,34.0,India,Tamil Nadu,Chennai
417919,4,3.4,2.6,37429,4.4,-118.0,34.0,India,Delhi,Rohini
308461,20,5.1,4.4,97081,3.1,-118.0,34.0,India,Karnataka,Hubli
116946,26,2.4,1.3,66183,5.1,-118.0,34.0,India,Uttar Pradesh,Kanpur
627765,12,5.8,3.4,63884,5.6,-118.0,34.0,India,Maharashtra,Nagpur
860458,0,4.0,2.4,23552,2.2,-118.0,34.0,India,Maharashtra,Mumbai
519221,23,1.6,1.1,50854,2.4,-118.0,34.0,India,Delhi,Dwarka
517530,22,2.1,1.3,38590,3.3,-118.0,34.0,India,Karnataka,Mysuru
152404,12,3.4,1.7,37524,5.6,-118.0,34.0,India,Maharashtra,Nagpur
392676,9,4.1,2.9,22957,2.3,-118.0,34.0,India,Tamil Nadu,Coimbatore
225954,35,2.6,1.3,67500,3.5,-118.0,34.0,India,Gujarat,Surat
602380,33,3.9,3.3,99492,5.8,-118.0,34.0,India,Uttar Pradesh,Kanpur
513744,28,2.4,1.6,19544,5.9,-118.0,34.0,India,Karnataka,Bengaluru
591557,8,1.6,1.1,10957,5.5,-118.0,34.0,India,Rajasthan,Jodhpur
966816,38,5.8,1.5,8625,5.7,-118.0,34.0,India,Rajasthan,Udaipur
960600,21,1.8,1.1,64481,4.8,-118.0,34.0,India,Telangana,Warangal
226622,15,4.0,1.4,64029,3.1,-118.0,34.0,India,Tamil Nadu,Madurai
761106,15,5.3,3.6,51285,5.3,-118.0,34.0,India,Gujarat,Ahmedabad
202658,23,2.1,1.3,36540,5.1,-118.0,34.0,India,Telangana,Hyderabad
238106,19,1.5,1.0,34940,2.3,-118.0,34.0,India,Tamil Nadu,Coimbatore
433444,2,3.5,2.4,39352,4.6,-118.0,34.0,India,Gujarat,Ahmedabad
865843,39,4.8,2.4,82826,5.6,-118.0,34.0,India,Telangana,Nizamabad
279907,14,3.6,2.6,65190,2.2,-118.0,34.0,India,Gujarat,Surat
724226,26,5.5,3.7,5079,4.4,-118.0,34.0,India,Telangana,Hyderabad
479338,1,4.8,3.6,10828,3.7,-118.0,34.0,India,Kerala,Kozhikode
888575,1,3.8,1.4,53165,3.6,-118.0,34.0,India,West Bengal,Howrah
951179,39,5.6,4.1,55652,3.1,-118.0,34.0,India,Uttar Pradesh,Kanpur
819198,46,4.6,2.0,1530,4.9,-118.0,34.0,India,Telangana,Warangal
379867,9,5.6,3.2,83963,4.9,-118.0,34.0,India,Kerala,Thiruvananthapuram
753298,24,4.4,1.9,3804,3.5,-118.0,34.0,India,Telangana,Hyderabad
277392,4,5.4,1.6,69842,5.2,-118.0,34.0,India,Kerala,Thiruvananthapuram
508945,6,3.6,1.6,88642,5.3,-118.0,34.0,India,Maharashtra,Mumbai
711401,1,3.3,1.0,59345,5.4,-118.0,34.0,India,Rajasthan,Udaipur
894047,28,2.1,1.3,53969,5.0,-118.0,34.0,India,Rajasthan,Udaipur
145854,21,3.3,2.0,31225,4.4,-118.0,34.0,India,Karnataka,Mysuru
918791,36,4.9,2.4,96950,4.0,-118.0,34.0,India,Telangana,Warangal
922537,35,1.9,1.0,13096,5.9,-118.0,34.0,India,Maharashtra,Pune
556922,5,3.6,1.3,83334,5.4,-118.0,34.0,India,Karnataka,Mysuru
995475,46,2.9,1.4,36664,4.7,-118.0,34.0,India,Gujarat,Ahmedabad
470452,43,1.6,1.0,42440,2.6,-118.0,34.0,India,Tamil Nadu,Chennai
511825,19,3.2,2.2,32908,5.7,-118.0,34.0,India,Tamil Nadu,Chennai
398560,25,4.1,2.1,81234,5.7,-118.0,34.0,India,Kerala,Kochi
202162,16,5.3,2.9,35179,4.9,-118.0,34.0,India,Kerala,Thiruvananthapuram
673609,7,1.6,1.0,29978,2.7,-118.0,34.0,India,Maharashtra,Nagpur
293650,9,2.3,1.8,41172,5.6,-118.0,34.0,India,Maharashtra,Nagpur
443758,39,5.3,2.3,89921,4.2,-118.0,34.0,India,Delhi,New Delhi
703806,10,2.0,1.3,70669,4.5,-118.0,34.0,India,Kerala,Thiruvananthapuram
352908,9,2.3,1.3,78006,4.6,-118.0,34.0,India,Uttar Pradesh,Varanasi
485741,44,3.2,1.7,14195,4.0,-118.0,34.0,India,Delhi,Rohini
650920,49,3.8,2.5,24789,4.4,-118.0,34.0,India,Uttar Pradesh,Varanasi
550396,14,2.0,1.2,66608,2.2,-118.0,34.0,India,Delhi,Rohini
456342,16,4.9,1.8,21109,3.2,-118.0,34.0,India,Uttar Pradesh,Kanpur
515063,42,1.9,1.0,94358,5.4,-118.0,34.0,India,Tamil Nadu,Chennai
239753,11,3.5,2.4,50618,5.4,-118.0,34.0,India,Delhi,Rohini
455705,16,4.1,1.7,73581,4.0,-118.0,34.0,India,Gujarat,Vadodara
326385,3,5.1,3.1,67674,4.8,-118.0,34.0,India,Tamil Nadu,Coimbatore
946204,42,3.4,1.5,79458,3.7,-118.0,34.0,India,Gujarat,Surat
228427,43,3.3,1.2,57802,3.8,-118.0,34.0,India,West Bengal,Durgapur
290093,44,5.8,3.7,99490,3.5,-118.0,34.0,India,Kerala,Kochi
281865,15,4.3,1.7,2472,5.4,-118.0,34.0,India,Gujarat,Surat
583669,7,4.6,2.3,97713,3.4,-118.0,34.0,India,Telangana,Nizamabad
323465,46,3.4,2.9,46587,4.8,-118.0,34.0,India,Gujarat,Surat
576656,24,2.0,1.1,65843,2.0,-118.0,34.0,India,Rajasthan,Jodhpur
683995,0,3.0,1.4,86832,2.7,-118.0,34.0,India,West Bengal,Howrah
255434,41,3.5,2.4,41800,4.0,-118.0,34.0,India,West Bengal,Howrah
276995,0,3.0,1.3,75773,4.1,-118.0,34.0,India,Gujarat,Surat
217205,23,4.4,2.4,3841,3.8,-118.0,34.0,India,Uttar Pradesh,Varanasi
727491,9,1.6,1.1,69842,3.7,-118.0,34.0,India,Delhi,New Delhi
366920,22,5.4,3.9,17584,3.3,-118.0,34.0,India,Gujarat,Surat
417847,43,3.3,2.2,72795,2.8,-118.0,34.0,India,West Bengal,Durgapur
537744,18,2.9,2.3,72850,4.7,-118.0,34.0,India,Kerala,Thiruvananthapuram
893865,5,5.6,3.4,95627,3.2,-118.0,34.0,India,Delhi,Dwarka
267184,1,2.9,2.1,23729,5.4,-118.0,34.0,India,Kerala,Kozhikode
598980,42,1.9,1.1,73571,2.6,-118.0,34.0,India,Delhi,Dwarka
483117,42,5.0,1.9,99637,5.7,-118.0,34.0,India,Tamil Nadu,Chennai
703351,50,3.5,1.7,46665,4.3,-118.0,34.0,India,Telangana,Hyderabad
876029,19,3.9,2.0,61329,4.4,-118.0,34.0,India,Gujarat,Vadodara
383126,10,3.3,2.5,39560,5.0,-118.0,34.0,India,Uttar Pradesh,Lucknow
754831,13,4.4,1.6,20212,3.9,-118.0,34.0,India,Tamil Nadu,Chennai
434095,13,3.0,2.4,67214,3.9,-118.0,34.0,India,Gujarat,Ahmedabad
841157,40,4.2,3.5,41549,3.4,-118.0,34.0,India,Tamil Nadu,Coimbatore
134817,9,4.4,2.6,79631,3.0,-118.0,34.0,India,Tamil Nadu,Coimbatore
657566,5,5.5,2.9,29335,5.9,-118.0,34.0,India,Maharashtra,Pune
676584,31,5.4,3.4,88629,2.8,-118.0,34.0,India,Telangana,Warangal
924379,28,5.4,2.9,13956,5.0,-118.0,34.0,India,Rajasthan,Udaipur
981050,1,4.2,3.7,57411,5.0,-118.0,34.0,India,Telangana,Nizamabad
620816,3,2.4,1.4,92493,4.3,-118.0,34.0,India,Gujarat,Vadodara
546849,48,5.3,1.3,72027,3.4,-118.0,34.0,India,Tamil Nadu,Coimbatore
157203,19,5.8,5.0,50570,4.8,-118.0,34.0,India,West Bengal,Durgapur
805664,29,5.7,4.7,5839,3.2,-118.0,34.0,India,Delhi,New Delhi
315525,33,4.9,3.7,11181,5.2,-118.0,34.0,India,Karnataka,Bengaluru
807877,11,4.7,2.0,96916,5.3,-118.0,34.0,India,West Bengal,Howrah
111482,12,4.4,1.8,2336,3.5,-118.0,34.0,India,Maharashtra,Nagpur
758012,36,1.8,1.2,18325,4.7,-118.0,34.0,India,West Bengal,Howrah
243449,37,2.7,1.4,27273,4.6,-118.0,34.0,India,Uttar Pradesh,Kanpur
219710,43,4.5,3.6,76340,5.2,-118.0,34.0,India,Gujarat,Surat
757675,31,2.7,1.2,25665,5.9,-118.0,34.0,India,Delhi,Dwarka
971053,22,3.8,2.6,39881,2.1,-118.0,34.0,India,West Bengal,Durgapur
978809,12,1.6,1.1,80845,5.7,-118.0,34.0,India,Uttar Pradesh,Lucknow
409483,2,2.8,1.8,79509,3.7,-118.0,34.0,India,West Bengal,Howrah
141997,2,3.5,2.2,36602,4.2,-118.0,34.0,India,Delhi,New Delhi
213011,11,3.7,1.3,89438,4.8,-118.0,34.0,India,Kerala,Kochi
781122,50,2.2,1.3,24962,4.9,-118.0,34.0,India,Tamil Nadu,Chennai
129648,50,2.6,1.9,48490,4.6,-118.0,34.0,India,Kerala,Kochi
518214,19,4.4,3.7,17965,2.0,-118.0,34.0,India,Rajasthan,Jodhpur
664262,40,5.7,3.0,69071,5.6,-118.0,34.0,India,Rajasthan,Jaipur
215041,39,2.2,1.7,58431,3.1,-118.0,34.0,India,Telangana,Nizamabad
316876,22,3.7,2.3,5474,4.1,-118.0,34.0,India,Uttar Pradesh,Kanpur
889192,43,3.5,1.7,25162,3.9,-118.0,34.0,India,Tamil Nadu,Coimbatore
875051,11,2.6,1.0,65156,2.7,-118.0,34.0,India,West Bengal,Howrah
203374,13,5.1,4.2,25194,3.8,-118.0,34.0,India,Rajasthan,Jaipur
548384,15,2.9,2.1,78226,2.1,-118.0,34.0,India,Kerala,Kozhikode
303033,2,3.5,1.3,92000,2.4,-118.0,34.0,India,Kerala,Kozhikode
992233,9,3.4,2.4,90382,4.7,-118.0,34.0,India,Tamil Nadu,Coimbatore
614398,8,3.8,1.4,19607,2.9,-118.0,34.0,India,Karnataka,Hubli
511056,28,5.6,2.9,14626,5.8,-118.0,34.0,India,West Bengal,Durgapur
612207,29,5.7,5.1,88714,2.5,-118.0,34.0,India,Gujarat,Surat
509336,19,2.5,1.8,9131,2.7,-118.0,34.0,India,Delhi,Rohini
824384,19,5.7,1.5,93966,2.5,-118.0,34.0,India,Kerala,Kozhikode
904154,24,4.6,3.6,44239,4.6,-118.0,34.0,India,Uttar Pradesh,Lucknow
838027,24,4.1,2.0,70341,5.0,-118.0,34.0,India,Kerala,Kozhikode
146567,3,1.8,1.1,54333,4.4,-118.0,34.0,India,Tamil Nadu,Chennai
800149,7,5.9,1.0,40508,4.4,-118.0,34.0,India,Maharashtra,Mumbai
649873,42,3.7,2.8,22636,2.9,-118.0,34.0,India,Uttar Pradesh,Kanpur
345771,4,5.6,3.4,90796,5.2,-118.0,34.0,India,Kerala,Kochi
267543,15,3.1,1.3,23372,5.9,-118.0,34.0,India,Kerala,Kochi
123481,25,5.9,1.9,83923,4.7,-118.0,34.0,India,Uttar Pradesh,Lucknow
325594,21,2.6,1.3,76697,3.2,-118.0,34.0,India,Telangana,Warangal
229937,16,2.8,2.3,92801,2.8,-118.0,34.0,India,Uttar Pradesh,Kanpur
555523,13,4.1,3.1,48032,4.4,-118.0,34.0,India,Karnataka,Bengaluru
415359,7,5.4,3.9,60490,2.5,-118.0,34.0,India,Delhi,New Delhi
303714,1,2.9,2.3,35035,2.7,-118.0,34.0,India,Delhi,Dwarka
449509,14,2.3,1.7,95518,3.8,-118.0,34.0,India,Kerala,Kozhikode
881639,21,2.4,1.2,66819,4.0,-118.0,34.0,India,Maharashtra,Mumbai
598438,4,3.2,2.6,37125,2.5,-118.0,34.0,India,Maharashtra,Nagpur
234541,29,5.0,1.4,85215,2.2,-118.0,34.0,India,Rajasthan,Jaipur
343261,35,3.9,1.9,45076,2.0,-118.0,34.0,India,Kerala,Kozhikode
787385,50,2.7,1.5,33373,5.6,-118.0,34.0,India,Karnataka,Mysuru
352081,27,5.8,3.5,53016,4.4,-118.0,34.0,India,Telangana,Warangal
910135,25,2.9,1.1,77954,3.9,-118.0,34.0,India,Maharashtra,Mumbai
526190,2,5.5,4.6,64798,2.1,-118.0,34.0,India,Kerala,Kozhikode
419857,24,5.7,3.0,66015,3.0,-118.0,34.0,India,Maharashtra,Mumbai
606083,29,4.9,2.6,50986,3.3,-118.0,34.0,India,Delhi,Rohini
253196,28,4.8,3.7,55937,3.4,-118.0,34.0,India,Gujarat,Ahmedabad
455292,44,3.8,2.0,67058,2.2,-118.0,34.0,India,Gujarat,Ahmedabad
123330,18,4.9,2.0,17300,2.6,-118.0,34.0,India,Tamil Nadu,Madurai
107825,38,4.0,1.1,53717,4.2,-118.0,34.0,India,Rajasthan,Jodhpur
947958,28,5.5,1.0,41654,5.5,-118.0,34.0,India,Telangana,Hyderabad
934346,47,5.7,1.3,37713,5.1,-118.0,34.0,India,Delhi,New Delhi
